Company	Investor	category_list	raised_amount_usd	Valuation ($B)	funded_at	Country	Industry	Select Investors
DraftKings	The Raine Group	Fantasy Sports|Games|Sports	300000000	$1.35	7/26/2015	USA	Internet Software & Services	Accomplice, GGV Capital, Redpoint Ventures
DraftKings	The Raine Group	Fantasy Sports|Games|Sports	41000000	$1.35	7/26/2015	USA	Internet Software & Services	Accomplice, GGV Capital, Redpoint Ventures
Dropbox	AFSquare	Cloud Data Services|Storage|Web Hosting	250000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Accel	Cloud Data Services|Storage|Web Hosting	250000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Accel	Cloud Data Services|Storage|Web Hosting	6000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Ali Partovi	Cloud Data Services|Storage|Web Hosting	1200000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Amidzad Partners	Cloud Data Services|Storage|Web Hosting	1200000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Benchmark	Cloud Data Services|Storage|Web Hosting	250000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	BlackRock	Cloud Data Services|Storage|Web Hosting	350000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Bobby Yazdani	Cloud Data Services|Storage|Web Hosting	1200000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Employee Stock Option Fund (ESO Fund)	Cloud Data Services|Storage|Web Hosting	350000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Glynn Capital Management	Cloud Data Services|Storage|Web Hosting	250000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Goldman Sachs	Cloud Data Services|Storage|Web Hosting	250000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Greylock Partners	Cloud Data Services|Storage|Web Hosting	250000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Hadi Partovi	Cloud Data Services|Storage|Web Hosting	1200000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	IVP	Cloud Data Services|Storage|Web Hosting	250000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Index Ventures	Cloud Data Services|Storage|Web Hosting	250000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Innovation Department	Cloud Data Services|Storage|Web Hosting	350000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	JPMorgan	Cloud Data Services|Storage|Web Hosting	500000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Pejman Nozad	Cloud Data Services|Storage|Web Hosting	1200000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	QueensBridge Venture Partners	Cloud Data Services|Storage|Web Hosting	350000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	RIT Capital Partners	Cloud Data Services|Storage|Web Hosting	250000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	SV Angel	Cloud Data Services|Storage|Web Hosting	250000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Salesforce Ventures	Cloud Data Services|Storage|Web Hosting	350000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Sequoia Capital	Cloud Data Services|Storage|Web Hosting	1200000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Sequoia Capital	Cloud Data Services|Storage|Web Hosting	250000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Sequoia Capital	Cloud Data Services|Storage|Web Hosting	6000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Signatures Capital	Cloud Data Services|Storage|Web Hosting	1200000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	T. Rowe Price	Cloud Data Services|Storage|Web Hosting	350000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Valiant Capital Partners	Cloud Data Services|Storage|Web Hosting	250000000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Dropbox	Y Combinator	Cloud Data Services|Storage|Web Hosting	15000	$10	10/5/2011	USA	Internet Software & Services	Accel Partners, Greylock Partners, Index Ventures
Ele.me	CITIC Capital Holdings	B2B Express Delivery|E-Commerce	630000000	$4.5	8/28/2015	China	On-Demand	Sequoia Capital China, GSR Ventures, Horizons Ventures
Ele.me	CITIC PE	B2B Express Delivery|E-Commerce	350000000	$4.5	8/28/2015	China	On-Demand	Sequoia Capital China, GSR Ventures, Horizons Ventures
Ele.me	Dianping	B2B Express Delivery|E-Commerce	350000000	$4.5	8/28/2015	China	On-Demand	Sequoia Capital China, GSR Ventures, Horizons Ventures
Ele.me	Dianping	B2B Express Delivery|E-Commerce	80000000	$4.5	8/28/2015	China	On-Demand	Sequoia Capital China, GSR Ventures, Horizons Ventures
Ele.me	GSR Ventures	B2B Express Delivery|E-Commerce	25000000	$4.5	8/28/2015	China	On-Demand	Sequoia Capital China, GSR Ventures, Horizons Ventures
Ele.me	Hualian	B2B Express Delivery|E-Commerce	630000000	$4.5	8/28/2015	China	On-Demand	Sequoia Capital China, GSR Ventures, Horizons Ventures
Ele.me	JD.com	B2B Express Delivery|E-Commerce	630000000	$4.5	8/28/2015	China	On-Demand	Sequoia Capital China, GSR Ventures, Horizons Ventures
Ele.me	Matrix Partners	B2B Express Delivery|E-Commerce	25000000	$4.5	8/28/2015	China	On-Demand	Sequoia Capital China, GSR Ventures, Horizons Ventures
Ele.me	Sequoia Capital	B2B Express Delivery|E-Commerce	25000000	$4.5	8/28/2015	China	On-Demand	Sequoia Capital China, GSR Ventures, Horizons Ventures
Ele.me	Sequoia Capital	B2B Express Delivery|E-Commerce	350000000	$4.5	8/28/2015	China	On-Demand	Sequoia Capital China, GSR Ventures, Horizons Ventures
Ele.me	Sequoia Capital	B2B Express Delivery|E-Commerce	630000000	$4.5	8/28/2015	China	On-Demand	Sequoia Capital China, GSR Ventures, Horizons Ventures
Ele.me	Tencent Holdings	B2B Express Delivery|E-Commerce	350000000	$4.5	8/28/2015	China	On-Demand	Sequoia Capital China, GSR Ventures, Horizons Ventures
Ele.me	Tencent Holdings	B2B Express Delivery|E-Commerce	630000000	$4.5	8/28/2015	China	On-Demand	Sequoia Capital China, GSR Ventures, Horizons Ventures
Eventbrite	DAG Ventures	Event Management|Events|Online Reservations|Ticketing	20000000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	David Sacks	Event Management|Events|Online Reservations|Ticketing	1500000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	European Founders Fund	Event Management|Events|Online Reservations|Ticketing	1300000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Jawed Karim	Event Management|Events|Online Reservations|Ticketing	1500000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Joe Greenstein	Event Management|Events|Online Reservations|Ticketing	1500000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Keith Rabois	Event Management|Events|Online Reservations|Ticketing	1500000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Kevin Hartz	Event Management|Events|Online Reservations|Ticketing	1500000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Kevin Hartz	Event Management|Events|Online Reservations|Ticketing	250000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Michael Birch	Event Management|Events|Online Reservations|Ticketing	1500000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Nir Eyal	Event Management|Events|Online Reservations|Ticketing	1500000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Peter Jackson	Event Management|Events|Online Reservations|Ticketing	1500000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Ron Conway	Event Management|Events|Online Reservations|Ticketing	1500000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Ryan Gilbert	Event Management|Events|Online Reservations|Ticketing	1500000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	SV Angel	Event Management|Events|Online Reservations|Ticketing	1500000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Saran Chari	Event Management|Events|Online Reservations|Ticketing	1500000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Sequoia Capital	Event Management|Events|Online Reservations|Ticketing	20000000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Sequoia Capital	Event Management|Events|Online Reservations|Ticketing	6500000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	SoftTech VC	Event Management|Events|Online Reservations|Ticketing	1500000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	T. Rowe Price	Event Management|Events|Online Reservations|Ticketing	60000000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	T. Rowe Price	Event Management|Events|Online Reservations|Ticketing	60000000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Tenaya Capital	Event Management|Events|Online Reservations|Ticketing	20000000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Tiger Global Management	Event Management|Events|Online Reservations|Ticketing	50000000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Tiger Global Management	Event Management|Events|Online Reservations|Ticketing	60000000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Eventbrite	Tiger Global Management	Event Management|Events|Online Reservations|Ticketing	60000000	$1	3/13/2014	USA	eCommerce/Marketplace	Sequoia Capital, SoftTech VC, Tiger Global Management
Evernote	AGC Equity Partners	Business Productivity|Productivity Software|Software	85000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	Alexis Ohanian	Business Productivity|Productivity Software|Software	6000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	Allen & Company	Business Productivity|Productivity Software|Software	70000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	CBC Capital	Business Productivity|Productivity Software|Software	70000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	DoCoMo Capital	Business Productivity|Productivity Software|Software	10000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	DoCoMo Capital	Business Productivity|Productivity Software|Software	26000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	Harbor Pacific Capital	Business Productivity|Productivity Software|Software	70000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	Meritech Capital Partners	Business Productivity|Productivity Software|Software	70000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	Morgenthaler Ventures	Business Productivity|Productivity Software|Software	10000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	Morgenthaler Ventures	Business Productivity|Productivity Software|Software	50000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	Nikkei	Business Productivity|Productivity Software|Software	20000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	Sequoia Capital	Business Productivity|Productivity Software|Software	10000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	Sequoia Capital	Business Productivity|Productivity Software|Software	20000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	Sequoia Capital	Business Productivity|Productivity Software|Software	50000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	T. Rowe Price	Business Productivity|Productivity Software|Software	70000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	T. Rowe Price	Business Productivity|Productivity Software|Software	85000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	Troika Dialog	Business Productivity|Productivity Software|Software	10000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	Troika Dialog	Business Productivity|Productivity Software|Software	26000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	Valiant Capital Partners	Business Productivity|Productivity Software|Software	85000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
Evernote	m8 Capital	Business Productivity|Productivity Software|Software	85000000	$2	5/24/2012	USA	Internet Software & Services	Salesforce Ventures, Morgenthaler Ventures, New Enterprise Associates
FanDuel	Bullpen Capital	Fantasy Sports|Sports	11000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Bullpen Capital	Fantasy Sports|Sports	275000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Bullpen Capital	Fantasy Sports|Sports	70000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Comcast Ventures	Fantasy Sports|Sports	11000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Comcast Ventures	Fantasy Sports|Sports	275000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Comcast Ventures	Fantasy Sports|Sports	70000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Google Capital	Fantasy Sports|Sports	275000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	HDS Capital	Fantasy Sports|Sports	275000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	KKR (Kohlberg Kravis Roberts & Co.)	Fantasy Sports|Sports	275000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	KKR (Kohlberg Kravis Roberts & Co.)	Fantasy Sports|Sports	70000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Karlani Capital	Fantasy Sports|Sports	70000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	NBC Sports Ventures	Fantasy Sports|Sports	275000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	NBC Sports Ventures	Fantasy Sports|Sports	70000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Pentech Ventures	Fantasy Sports|Sports	11000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Pentech Ventures	Fantasy Sports|Sports	1200000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Pentech Ventures	Fantasy Sports|Sports	275000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Pentech Ventures	Fantasy Sports|Sports	4000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Pentech Ventures	Fantasy Sports|Sports	70000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Piton Capital	Fantasy Sports|Sports	11000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Piton Capital	Fantasy Sports|Sports	275000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Piton Capital	Fantasy Sports|Sports	4000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Scottish Investment Bank	Fantasy Sports|Sports	11000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Scottish Investment Bank	Fantasy Sports|Sports	1200000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Scottish Investment Bank	Fantasy Sports|Sports	70000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Shamrock Capital Advisors	Fantasy Sports|Sports	275000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Shamrock Capital Advisors	Fantasy Sports|Sports	70000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Simon Murdoch	Fantasy Sports|Sports	1200000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Time Warner Investments	Fantasy Sports|Sports	275000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	Tusk Ventures	Fantasy Sports|Sports	275000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
FanDuel	blisce/	Fantasy Sports|Sports	275000000	$1	7/14/2015	USA	Internet Software & Services	Pentech Ventures, Bullpen Capital, KKR
Fanatics	Alibaba	E-Commerce	170000000	$3.1	6/6/2012	USA	eCommerce/Marketplace	Insight Venture Partners, Andreessen Horowitz, Temasek Holdings
Fanatics	Andreessen Horowitz	E-Commerce	150000000	$3.1	6/6/2012	USA	eCommerce/Marketplace	Insight Venture Partners, Andreessen Horowitz, Temasek Holdings
Fanatics	Bank of America	E-Commerce	75000000	$3.1	6/6/2012	USA	eCommerce/Marketplace	Insight Venture Partners, Andreessen Horowitz, Temasek Holdings
Fanatics	Insight Venture Partners	E-Commerce	150000000	$3.1	6/6/2012	USA	eCommerce/Marketplace	Insight Venture Partners, Andreessen Horowitz, Temasek Holdings
Fanatics	Silver Lake Partners	E-Commerce	300000000	$3.1	6/6/2012	USA	eCommerce/Marketplace	Insight Venture Partners, Andreessen Horowitz, Temasek Holdings
Fanatics	Temasek Holdings	E-Commerce	170000000	$3.1	6/6/2012	USA	eCommerce/Marketplace	Insight Venture Partners, Andreessen Horowitz, Temasek Holdings
Fanli	QiMing Venture Partners	Curated Web|Market Research|Online Shopping|Shopping	10000000	$1	4/20/2015	China	eCommerce/Marketplace	QiMing Venture Partners, Steam boat Ventures
Fanli	SIG China	Curated Web|Market Research|Online Shopping|Shopping	20000000	$1	4/20/2015	China	eCommerce/Marketplace	QiMing Venture Partners, Steam boat Ventures
Fanli	Steamboat Ventures	Curated Web|Market Research|Online Shopping|Shopping	10000000	$1	4/20/2015	China	eCommerce/Marketplace	QiMing Venture Partners, Steam boat Ventures
Farfetch	Advent Venture Partners	E-Commerce|Fashion	18000000	$1.5	3/4/2015	United Kingdom	eCommerce/Marketplace	Advent Venture Partners, Index Ventures, e.ventures
Farfetch	Advent Venture Partners	E-Commerce|Fashion	20000000	$1.5	3/4/2015	United Kingdom	eCommerce/Marketplace	Advent Venture Partners, Index Ventures, e.ventures
Farfetch	Advent Venture Partners	E-Commerce|Fashion	4500000	$1.5	3/4/2015	United Kingdom	eCommerce/Marketplace	Advent Venture Partners, Index Ventures, e.ventures
Farfetch	Advent Venture Partners	E-Commerce|Fashion	66000000	$1.5	3/4/2015	United Kingdom	eCommerce/Marketplace	Advent Venture Partners, Index Ventures, e.ventures
Farfetch	DST Global	E-Commerce|Fashion	86000000	$1.5	3/4/2015	United Kingdom	eCommerce/Marketplace	Advent Venture Partners, Index Ventures, e.ventures
Farfetch	Fabrice Grinda	E-Commerce|Fashion	86000000	$1.5	3/4/2015	United Kingdom	eCommerce/Marketplace	Advent Venture Partners, Index Ventures, e.ventures
Farfetch	Felix Capital	E-Commerce|Fashion	86000000	$1.5	3/4/2015	United Kingdom	eCommerce/Marketplace	Advent Venture Partners, Index Ventures, e.ventures
Farfetch	Index Ventures	E-Commerce|Fashion	18000000	$1.5	3/4/2015	United Kingdom	eCommerce/Marketplace	Advent Venture Partners, Index Ventures, e.ventures
Farfetch	Index Ventures	E-Commerce|Fashion	20000000	$1.5	3/4/2015	United Kingdom	eCommerce/Marketplace	Advent Venture Partners, Index Ventures, e.ventures
Farfetch	Jose Marin	E-Commerce|Fashion	86000000	$1.5	3/4/2015	United Kingdom	eCommerce/Marketplace	Advent Venture Partners, Index Ventures, e.ventures
Farfetch	Vitruvian Partners	E-Commerce|Fashion	66000000	$1.5	3/4/2015	United Kingdom	eCommerce/Marketplace	Advent Venture Partners, Index Ventures, e.ventures
Farfetch	Vitruvian Partners	E-Commerce|Fashion	86000000	$1.5	3/4/2015	United Kingdom	eCommerce/Marketplace	Advent Venture Partners, Index Ventures, e.ventures
Farfetch	e.ventures	E-Commerce|Fashion	18000000	$1.5	3/4/2015	United Kingdom	eCommerce/Marketplace	Advent Venture Partners, Index Ventures, e.ventures
Farfetch	e.ventures	E-Commerce|Fashion	20000000	$1.5	3/4/2015	United Kingdom	eCommerce/Marketplace	Advent Venture Partners, Index Ventures, e.ventures
Farfetch	e.ventures	E-Commerce|Fashion	66000000	$1.5	3/4/2015	United Kingdom	eCommerce/Marketplace	Advent Venture Partners, Index Ventures, e.ventures
Farfetch	e.ventures	E-Commerce|Fashion	86000000	$1.5	3/4/2015	United Kingdom	eCommerce/Marketplace	Advent Venture Partners, Index Ventures, e.ventures
Flipkart	Accel	E-Commerce|Online Shopping	1000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Accel	E-Commerce|Online Shopping	1000000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Accel	E-Commerce|Online Shopping	150000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Accel	E-Commerce|Online Shopping	200000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Baillie Gifford	E-Commerce|Online Shopping	700000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	DST Global	E-Commerce|Online Shopping	1000000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	DST Global	E-Commerce|Online Shopping	210000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	DST Global	E-Commerce|Online Shopping	700000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Dragoneer Investment Group	E-Commerce|Online Shopping	160000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	GIC	E-Commerce|Online Shopping	700000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Greenoaks Capital	E-Commerce|Online Shopping	700000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Iconiq Capital	E-Commerce|Online Shopping	150000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Iconiq Capital	E-Commerce|Online Shopping	200000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Iconiq Capital	E-Commerce|Online Shopping	210000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Iconiq Capital	E-Commerce|Online Shopping	700000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Morgan Stanley	E-Commerce|Online Shopping	1000000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Morgan Stanley	E-Commerce|Online Shopping	160000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Naspers	E-Commerce|Online Shopping	1000000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Naspers	E-Commerce|Online Shopping	150000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Naspers	E-Commerce|Online Shopping	200000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Naspers	E-Commerce|Online Shopping	210000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Naspers	E-Commerce|Online Shopping	700000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
Flipkart	Qatar Investment Authority	E-Commerce|Online Shopping	700000000	$15	8/6/2012	India	eCommerce/Marketplace	Accel Partners, Digital Sky Technologies, Iconiq Capital
