D1,D2,D3,D4,D5,D6
3.94305683,3.44638607,5.76058586,1.03879651,7.80733905,4.75729375
3.64595849,9.13564368,0.2546241,0.7443071,4.61597083,0.53655077
4.38703246,2.91313998,0.25086424,0.39954508,4.44457402,2.60347669
3.88289228,3.85388134,2.40646705,2.25102024,14.42710545,4.37595769
5.23473813,3.51978009,4.25956801,1.34263969,3.74920668,6.14264379
3.46514946,6.48615474,0.281076,0.30509444,3.48674729,4.70773295
2.44230293,0.25918125,0.45196653,3.46959284,2.35156091,6.65090753
3.48075868,7.36246063,0.42291938,0.07592605,4.89605739,2.98120355
4.08594691,3.63306524,0.99267051,0.10958774,6.53806866,5.03543488
4.6745197,2.80895807,3.58071038,0.85511166,1.58403226,4.82782838
5.63876488,3.61254395,0.82108151,0.28534721,10.78730313,3.12575801
3.31909898,6.00463577,0.66090632,1.88971753,4.1486604,0.53490638
5.04731471,7.14553414,1.16418956,1.37251702,2.47951229,-0.02333905
6.06303961,5.92296098,1.0218677,0.1382588,5.02939796,8.11787074
2.72977036,6.64201441,6.08682818,0.49279489,3.01091926,-1.5327493
7.95751796,0.57395673,2.27566694,1.28930399,4.92122644,6.66234478
2.65103969,4.85299227,1.55950954,0.83946982,3.10157519,1.02684832
3.35956844,3.10781522,5.32754274,0.13307183,6.11453853,4.09527966
5.26075755,5.6421123,1.55363541,1.05247133,7.46526355,5.21948312
5.56569269,3.54363657,0.77359029,0.43893905,1.45973351,6.75963991
9.45253491,4.29103145,0.67653246,0.18548413,3.60630509,7.87286438
5.14429865,6.63008819,0.83028149,0.50321009,6.17695494,7.34513865
4.31480104,5.71447038,1.72646937,0.02015373,5.5827225,4.09290739
4.82304001,3.82887558,1.10110281,0.13014736,9.1977757,4.26552666
4.15272802,3.34192391,0.81151422,0.11553608,11.37174734,-1.40959779
4.22788547,-0.3015053,0.63850157,0.78824966,8.99169494,2.97006951
4.65827873,4.82135796,2.32886475,0.19423994,3.36350077,-2.78822606
8.64372132,3.46602801,0.48800849,1.21380554,4.97259074,2.48050547
6.10578174,1.36909973,0.36197906,1.53232727,7.73207108,1.89873046
4.11337391,5.35034053,0.56195074,0.74599888,5.61578276,0.05568913
5.94324274,7.26376212,0.57062855,0.90466208,4.40681874,1.32569602
5.01359403,6.18251899,0.33533253,4.02478794,14.41100923,0.98323579
4.41180139,5.60035351,1.12091013,0.71779812,4.56860531,-5.19415396
3.39365149,7.32611562,0.34726704,0.80562113,6.79160355,-1.48016127
3.96836883,0.41333511,0.20334613,0.51460474,2.79508387,10.12041468
6.14574917,2.34556118,5.7722549,1.13925089,4.30970547,7.79820588
3.69380156,6.34248371,2.53123183,0.16276675,3.31924255,4.35692453
2.86706844,5.81926088,3.15205807,2.56448732,1.93389652,-0.2232293
3.17824355,2.20544925,0.91277498,0.77076575,9.27906734,2.63228267
3.98457442,5.14251007,0.25142244,1.12457754,0.91948277,5.08158525
5.90415273,3.70129979,0.93399328,2.52798519,2.87131108,-4.11703179
3.85562611,4.51486932,1.07250931,0.1288583,5.42472375,3.42146311
2.85541799,7.35237352,3.23097085,1.26088842,1.29624629,5.75613218
7.53192669,-0.77177666,1.31013602,0.68194716,12.60102204,8.99542603
5.09759641,0.45749948,0.11358559,1.00125456,10.72346219,4.57936501
3.98027536,4.9772905,0.31850632,0.39899875,5.56848226,1.85550262
6.68556086,0.90251716,0.94580981,0.86952014,4.01942329,3.79995455
4.53667789,1.99805109,1.85034104,0.6352573,7.69481954,8.07402334
3.42904073,1.91071916,3.30066926,1.04192302,21.69917554,9.66587439
2.63257808,3.98367425,2.22683062,0.89451029,8.66447732,2.0605746
4.91163758,4.49113099,1.95597912,1.17659794,3.18847181,3.24317196
5.35866088,4.06679192,0.06855655,0.2056091,1.53090572,2.20967014
2.62728095,7.24674731,0.16066329,0.34679489,5.1683134,2.59834785
4.39508647,4.04735371,0.94013763,0.07708433,11.09993636,3.40304726
2.9968857,7.0196236,1.4709282,1.25598453,0.86864621,3.12467858
3.62327603,2.58980196,0.22754823,0.06785681,4.80270731,-1.1290233
3.36402305,2.60939701,2.97250486,0.54394113,23.38442682,5.91458807
2.44861046,7.26415434,0.80627618,1.88106831,2.65478627,8.93245258
3.86963996,6.59316551,0.4498799,1.02335442,3.60330839,0.68097305
5.74135419,1.89486087,0.61742016,2.23514196,3.91853671,6.78728052
4.16871467,5.88871536,1.57945995,0.96227777,4.58880222,7.51778014
2.91795983,6.18300355,0.76275648,0.48287293,6.78167794,1.60172011
4.52872848,4.58188605,1.96290915,0.97526094,5.95191808,1.1476621
3.03698827,1.86891379,0.72265284,1.82119348,6.26073149,4.55887165
4.36155193,3.19610524,4.67992095,0.7296928,0.95536264,6.72351112
5.05441889,7.96725286,0.97043423,1.81981659,3.39445248,-0.04573985
3.33263666,5.2161942,1.00656373,0.40874734,2.70667323,1.60875873
4.99761699,5.55712475,0.19406875,1.15722853,3.99769644,5.28562374
2.95125192,3.59048072,4.9742378,0.32884826,1.25566722,1.8094835
7.81865127,1.53256793,1.40767482,0.89257516,11.27472314,3.31532416
4.15645915,7.01772078,4.12618991,0.50034628,1.40294556,4.0260668
1.34255244,4.02359169,1.28180365,1.05518309,5.43953371,3.22449163
5.76878204,3.36307635,0.35862025,0.33582902,4.56003704,-0.97524887
5.03056751,8.09637072,0.30311843,1.1521286,3.02087167,8.42427342
3.28299182,6.04366692,0.33014036,1.87824739,4.99609481,1.58943049
6.34459621,3.58557767,10.54098361,0.10422927,2.98406406,7.05593281
6.10344902,6.59794264,0.29145608,0.70346391,1.35489386,6.56996925
3.75164186,0.77800215,0.54231156,1.01649331,3.10085336,-2.19341019
3.8812287,3.91644836,0.20953882,0.48439801,1.95162006,2.46740244
4.13471013,6.51049102,0.54225691,0.32156723,4.34437959,-0.57458625
4.61100806,1.750434,0.18647887,0.99336891,4.80448449,9.9018504
3.75384845,3.23347285,3.85339072,0.82565394,4.27182432,-1.18150926
3.3349448,3.64620561,1.32433214,0.23803555,1.01063294,4.2641875
5.40114719,6.0873227,0.14744124,1.33177114,5.13505024,2.34223897
4.75427701,2.43934775,1.98934357,0.48904832,0.9849662,7.04537923
4.75215142,0.00230071,4.11673753,0.35004844,8.28759255,5.28194562
3.96240954,5.45016135,3.45333102,0.80017391,0.79075356,5.59191634
4.32419764,2.42027046,0.72275199,1.04366873,0.18506519,4.9995538
3.18191164,4.26763686,2.64444844,2.41437459,5.00075355,2.18460665
4.65183841,5.88014576,0.18583465,0.06143877,12.54805507,5.6169816
4.52961196,5.1823138,5.78300662,0.05796111,6.77733663,2.29817784
5.80229934,1.83543523,3.6470221,0.35075335,5.77405317,4.20977906
4.78505167,6.28948523,1.26280788,7.17404697,4.41181421,3.72022378
5.60305617,4.65932731,2.92029689,0.50448162,6.54102304,-2.20405504
4.12665756,1.37712185,0.46514296,0.02500243,6.60129457,5.08600485
2.76900178,4.86359884,0.19642492,1.1594867,3.27466185,3.18733187
5.16292871,5.21501118,0.15453661,1.40457027,1.50242921,2.07257275
2.52210679,4.22797345,0.63734672,0.27408222,4.42207277,4.12506513
2.77909996,3.09287664,0.17774125,1.19576041,4.03182035,2.21566587
3.2777157,5.45382323,14.8032004,2.56546955,5.54540859,4.51900361
3.61720943,1.8918989,1.7707515,0.58058224,0.56928717,5.49234394
5.37307631,4.04371815,0.73133525,0.4792605,4.49436402,7.20159719
4.48208277,5.98000437,2.15454774,0.08713633,0.16266855,1.05581292
6.04856403,4.87723826,1.40522072,0.3799074,7.798075,6.64710984
5.35679259,5.97062775,1.43076709,0.88867247,6.06942717,4.34788931
4.67655088,1.87631759,0.79217598,0.93978691,3.94407467,7.93796694
5.06602606,2.09933426,1.46667175,0.9137938,11.09931167,10.2232092
4.83170953,7.87721445,0.65432823,1.15876816,2.92478487,-0.9409554
3.05698279,5.22394389,1.41834929,0.49371882,1.25587169,5.06597685
3.17135884,1.90807156,3.67632607,0.68846535,6.49158341,-3.53690911
3.46565104,5.57785812,0.61050689,1.03043392,6.02826003,1.75626146
5.60359595,4.17633443,1.86079539,0.83425641,3.97097411,2.43695127
4.23304741,4.92728355,0.22600733,0.46933339,1.84692334,4.22697902
4.22117997,1.52125232,5.10667726,0.75843859,4.98190643,3.8280622
5.3526446,6.77118618,0.302983,1.15611948,2.60927267,2.24413429
7.23838645,3.19049003,0.23463665,0.95755666,5.83430214,-3.03466269
3.78066217,1.64223282,0.68568054,3.10718539,3.2575747,3.78701211
5.51099679,4.36626822,1.12141773,0.98881146,3.04712524,2.13894144
7.86469682,6.04069361,1.35271645,0.74918781,6.16733832,11.52408361
6.60395054,5.80526713,1.74196584,0.56392798,4.89242203,3.46760708
3.16285274,1.79706539,1.92347998,1.11971064,3.51550017,2.42525102
5.46593082,3.2355604,1.93111869,1.57102962,2.26537265,4.53878617
5.03024736,3.38262612,4.16106606,0.8369682,3.74337477,-1.44110532
5.82786208,5.02593778,0.19464075,0.95910118,3.28708774,1.2781524
4.6525541,6.51580448,1.24597034,1.51683362,2.00738171,-6.33035767
4.07576211,6.17617323,4.08448364,1.03794706,3.25269799,3.76264987
4.79866966,5.50270126,0.20717846,1.15497123,4.49144715,2.58592688
3.56511456,4.43710505,0.9470885,1.91485192,9.91937569,-1.83420318
4.82639737,4.43462463,4.11479239,3.52188195,3.14290223,-0.44877553
3.07540525,4.98585993,0.53302747,1.48417449,4.80120405,-1.69911697
4.70798227,6.67015965,2.34956722,0.01667522,2.2191119,-8.3431834
4.07015489,3.38217559,2.31466187,0.23331449,4.56131978,0.44598321
4.57255783,3.15565998,0.45614474,0.60462753,7.77077624,0.95065539
4.85285744,7.17955546,0.92878494,0.72258608,12.28378101,3.50848119
5.27422428,2.77432389,1.91249009,2.56872055,2.92554876,5.00189858
5.45047421,4.80360972,1.28633375,0.25605482,0.9274346,2.65809408
7.34921518,5.14547222,7.83206829,0.45163753,15.93469732,0.75477819
4.00432468,6.07396082,7.06090864,0.37901502,6.36879285,1.02588773
4.21939599,3.02150197,1.47529025,0.57799928,4.24728529,-1.15587975
3.93159272,4.92089135,0.36384786,2.70471891,4.2709803,3.43122402
3.70292291,4.13980668,4.47245968,0.1985131,4.4783387,2.06114993
4.23315148,3.27480368,1.50258593,0.07836107,8.36426001,1.52808247
5.42687339,4.98408,0.06034504,0.3634585,9.20182371,7.75579528
2.69136299,4.00998086,0.75284301,2.89529647,7.96347683,1.58079523
4.30156226,4.90757649,0.39628445,2.80203629,8.35768384,3.40289395
5.3093158,4.83212697,2.58853692,0.17482602,4.69395429,7.15742526
2.92593488,6.90277122,1.76535501,0.77572936,10.15232513,-1.30480457
6.54966666,5.78398993,1.65211187,0.52399463,11.87704308,3.46507267
6.41461977,8.18322571,0.10175512,0.58512333,14.72367835,-2.13026807
4.38368566,7.65707508,1.9340458,2.2113266,6.20741539,4.38670991
4.35569533,9.45892576,0.13305216,2.80706374,3.33824663,1.37540704
4.68376974,6.6024526,0.57455814,1.65278746,2.38019704,4.23045489
7.58525762,2.96481849,0.94578916,0.53153939,10.63023875,2.51075661
3.84264697,7.88891131,3.06142451,0.68904892,1.72890536,1.82409864
5.35335721,5.89700698,0.26111759,0.36460542,5.18922348,1.31747027
5.74456513,4.14403277,0.47339121,1.0681317,13.69877911,4.14172181
4.08626616,6.52211469,1.22013136,0.9596844,2.25783076,3.90789333
2.30503622,7.10324397,0.82780632,0.51040713,3.03656723,7.46127348
3.17304632,3.16420109,0.76935828,0.50895202,11.50529867,1.77698545
4.14084417,4.05311944,0.15546902,2.60161474,4.62925012,7.89890905
7.05895339,7.82361732,0.95729134,3.60561723,2.64522929,0.47744285
3.58467928,6.84229757,1.16325843,0.606821,3.65311514,-0.23301998
5.17563278,5.82113753,1.33676546,0.69941328,1.95423836,2.78845264
6.19890628,3.54382426,0.46150273,0.26646825,2.3971593,6.49728803
5.55208825,1.69707772,1.79457912,0.26542915,2.29354974,9.3796348
3.7183983,2.57439359,2.41506299,0.3663933,5.54273533,4.63556193
4.476225,3.80882698,0.76760999,0.23369093,6.31449013,12.61916278
1.77515531,3.18057368,0.96247707,0.44076142,1.60205881,-3.46008995
6.95753722,5.46658589,5.16436543,0.41395769,2.02873737,-4.08240178
3.82403464,3.1442123,1.66304674,4.31012902,4.57186671,0.5920889
3.39891173,7.2857992,0.77864197,0.02007981,11.96289092,9.128356
3.8688663,4.41732097,1.86320971,1.63853494,7.51813898,-2.25963666
7.64905252,1.61031575,3.78752953,0.12059466,2.02053456,2.21143544
6.46931451,4.74907932,0.30257403,4.39085479,2.70906226,3.78854978
7.95840343,3.81485551,0.59168193,3.77830224,1.78544093,0.33023849
5.58441691,8.14841987,0.11520806,5.54121189,7.47780552,1.22713473
5.93423187,3.14679135,1.26937748,2.63842442,8.63998937,0.91194544
5.55124552,1.72108139,0.39691186,0.20669333,9.84009479,2.34327298
3.32375784,4.34215666,0.33592214,0.82208407,1.43096,3.66463852
2.93434171,3.74711795,1.28982466,0.39622031,9.34056693,3.615684
3.31383216,6.24739565,1.24457378,0.02323784,13.42051324,7.4985104
3.85640258,3.92713182,0.56457404,1.51972653,9.16564041,-8.86379467
3.72374454,6.15110901,0.46704887,2.19678069,0.61056273,3.9562731
8.74365553,1.16720082,5.23299005,2.13204591,3.09698423,4.26720224
3.96260261,4.48081392,0.70388294,0.97279306,2.98515982,4.35570389
3.81948793,6.39615141,2.43359702,1.67478485,0.19549908,7.17506721
3.56423424,1.2084285,0.83241585,0.16957999,3.25192912,-1.70601525
3.26051064,3.07126043,2.16988422,1.37879322,5.16027574,2.87454989
3.03221424,3.37632088,0.47665709,0.28845557,4.66955473,0.64897159
4.84254178,5.50340206,1.0288852,0.53742466,1.49615448,2.07556409
5.18247396,2.81236633,0.90693252,0.29762424,5.75615883,3.56383076
5.56953775,3.24115185,5.15378324,0.54962373,3.12391594,-2.24044516
3.31928822,5.63853318,0.52275308,0.1663612,2.69790111,1.9497724
4.13483382,2.42685923,8.45323319,0.30005895,2.50391907,1.09648372
2.92057716,4.16147595,3.07445355,0.42877854,5.60654658,-1.03569392
2.27593739,0.96468856,9.76445358,0.16629924,7.57286149,0.90951056
3.31864032,5.60044493,3.87425686,0.18913769,0.65698687,4.07954597
2.95420029,3.76242235,0.85594548,1.32083635,4.20768093,3.0091925
4.30815329,-0.03082425,1.64996023,1.16035572,8.87116738,2.7732742
4.32736237,2.70194254,2.70509693,0.8175593,7.14512224,9.46405269
3.50891889,2.83390156,0.45242,1.5250677,5.37761165,0.29144849
2.84622281,0.98721808,0.2101538,0.8849629,3.1913166,4.34021619
2.13946619,2.48923469,3.92871582,2.08335309,0.83323301,6.55791364
3.97050377,5.00640431,1.44818714,0.19138797,3.45075949,3.99240457
2.22353828,2.73328006,3.96984689,0.27454784,2.34619339,6.52249827
6.58441028,4.02626027,0.72870075,0.26455259,11.04771452,4.09057739
2.80207652,4.67148061,0.59295351,1.35828536,4.96799711,1.09195939
6.78072632,4.96570781,1.02792931,0.96118708,3.66678916,4.46322524
2.41914004,5.91654147,3.08001287,4.2221566,7.9769363,2.46228911
3.59334626,3.56345802,0.13777829,0.28038511,1.76623457,-6.2950899
4.51393752,3.59071229,0.71129061,0.1438731,7.38641233,3.80359961
3.49807193,5.21177121,1.37212906,1.68103335,0.56952125,0.47905003
5.34272259,2.44429979,1.51199644,0.50333379,11.49646655,-1.23658127
5.07416826,1.56838977,1.23376596,0.65049984,1.95555358,4.83262831
8.83742772,4.30292959,3.35977828,1.73122159,0.98689803,0.86991903
6.28175056,4.59167727,0.31190951,0.50958462,10.9066945,1.73237437
6.44274085,3.72462345,1.00859495,0.6043659,1.98524781,1.84986616
4.40620625,4.42595969,1.2045047,1.57443498,4.68898569,-3.26355817
2.75594765,4.55605724,0.26067219,1.00244855,5.27517989,5.514474
4.7403587,3.51711794,0.66075813,0.39224929,1.09950445,9.08339057
2.56983,3.32925813,1.30648604,2.83511125,4.8382578,3.52905036
3.78449379,2.85196976,1.19871577,0.03377723,2.16517745,9.42578959
6.21449235,4.78980694,8.32535945,1.50237359,6.01032075,5.39166784
6.20201977,4.21326659,0.77827016,0.14891198,4.55941789,14.36610662
2.3679909,4.48778346,0.48141033,0.23118507,4.95023529,3.12757394
5.28432121,5.07012697,1.37843652,1.05576773,1.38795672,7.80669887
3.62228403,3.22689375,3.87773101,0.56463784,2.86298683,1.80853707
4.79165009,6.31377986,7.52359084,1.52641229,8.29991158,3.04665914
7.82638661,7.00893186,0.51166835,2.45609754,3.04193224,3.79145935
3.2145908,4.19894816,0.94156287,2.74907426,3.01388104,8.11076598
5.76744006,1.72467501,2.66217633,0.08767198,6.0732204,5.91199819
3.48409591,1.80108513,0.19785145,3.32254573,2.99755605,8.16043779
6.09680126,-0.42404288,1.16290099,1.66591073,2.58034211,5.78338312
4.00661422,0.58195613,1.40921672,0.21425973,13.85524816,3.30750759
4.29856533,3.12687257,0.21720833,0.59849995,3.29216822,1.72490551
4.89532234,4.89334687,3.09223783,0.36954405,3.90052458,1.04880089
4.18860338,2.83146389,3.56858782,0.26556821,7.56206634,0.79214155
3.9429444,2.61024518,2.83248051,0.337768,5.55544715,4.21826405
3.24470917,2.37610841,1.14165504,0.70708538,2.64167901,5.82421017
2.17257752,5.10403287,1.66118306,0.46348518,2.70981491,3.12278107
2.20221832,-2.91501946,0.46318857,1.91229819,3.47626216,10.60094126
5.95863105,4.84433889,0.69106328,1.6560533,2.82123236,6.5914122
5.5046347,5.28143389,0.44391529,2.07473632,5.14280967,5.72780581
2.78483522,3.2680258,0.08783055,1.19475036,2.82409473,1.23648168
4.95665415,8.30999871,2.44707281,1.08500907,6.90273022,3.59025913
5.02129441,6.57310674,0.2708807,0.19839557,7.23628341,3.68575336
2.81492233,4.34221894,0.28434235,0.32562431,9.59581058,3.67974763
4.02031693,3.42627517,0.75973095,0.77943534,3.42965759,-1.07783471
6.83109385,5.5496636,0.96622153,1.07343799,2.76129844,-2.05447129
4.60954862,5.91673749,0.89303896,0.90302292,1.67503895,3.3943986
2.90477668,2.7014941,0.4186828,1.97435029,8.74307015,8.75069331
2.09659216,4.92705694,2.63131498,1.10866966,2.96126337,3.2451519
4.6127319,4.78649467,0.05044814,1.20432612,8.82791636,5.97247089
5.75025043,-0.12050179,1.23076449,0.83947621,8.11207539,5.3968041
2.07329035,3.89314304,0.8103878,0.30522258,2.92289965,7.50975817
4.46713019,6.3952225,2.80258887,0.07438666,2.31228787,4.56883239
6.76840112,6.30211298,0.6302394,1.28606888,6.68812749,4.89170461
9.42825006,3.68315547,0.77987369,0.60807285,2.56501703,1.42481087
2.8719137,4.97024879,2.69373776,0.80806154,7.25884242,13.24080516
4.17978987,3.71753772,0.73524234,1.67877109,10.984532,6.08819963
4.17389995,4.02062868,7.56955655,0.89125702,4.42520815,-1.22863522
3.70725385,4.9052402,0.49869529,0.52631335,0.62299553,5.8753954
3.81471144,3.52929831,1.84295348,0.97879454,14.48203967,2.55590456
7.11005573,4.1970648,1.13625806,1.31978285,5.37701281,4.98792205
2.39982769,1.81335582,0.99917445,1.07456295,9.93448116,7.57502093
3.13503902,1.57002035,0.49013026,2.15942472,8.12845583,2.28348224
4.42374951,1.0394089,1.33712455,2.34014045,7.5155469,2.10475805
3.21087968,6.15441031,2.49714508,0.00218574,5.66666763,1.72370993
4.01264089,4.40377026,0.20166206,0.40032964,4.52527931,1.45613303
3.324105,-0.11275283,3.39236879,0.55558023,3.80829232,1.52639774
6.87411292,2.32582276,1.32477423,1.01001642,2.93983925,1.25317032
4.86082027,4.05469089,0.52630527,0.55393744,17.80492117,2.12808646
1.82727761,1.90729283,0.6713286,0.83694148,1.57959174,-3.42060329
6.63037832,-0.06064699,5.71782199,0.12858263,7.4970246,1.94144357
6.69590247,4.33555928,2.45264626,0.89282852,5.36610506,2.87461294
5.62039941,2.94398519,2.69716002,1.3282064,4.95962969,2.03305993
4.63463185,6.28669985,8.56523331,1.32621809,4.89371248,3.82167644
6.17188447,5.94899385,4.11529297,0.23625466,2.35522251,2.3183919
5.09487006,3.94634034,1.27938738,2.69960278,5.2060515,-3.31673357
3.93258194,6.92801823,1.04392233,0.35811465,3.05177607,1.69765278
5.09242821,3.05614603,3.05113891,3.43421062,4.51900453,-0.92809089
6.02466741,3.63460921,0.42094736,0.30909684,4.54788273,3.12200117
4.85721284,8.34314046,0.28334414,0.02019983,2.97007264,1.61015526
3.00119337,6.27633838,1.31658469,2.15878703,2.94274502,9.78440767
3.93234337,5.10858201,8.81862011,1.07600909,4.42336926,4.14067199
3.97902128,4.62287779,0.37988037,0.69487605,4.33292872,-0.79010619
3.96116344,5.20636706,0.48148118,0.05271973,9.66526567,4.12718313
4.09245212,-0.47768795,0.70997163,0.09255866,2.08053369,6.16726763
6.31695927,4.58097738,2.20775328,0.53742877,3.50154691,1.02009357
2.00255099,1.92018956,0.82601057,0.30870304,14.68716686,1.79173953
6.29116172,2.26194742,0.67397248,1.54235776,3.21194258,1.95708149
3.49566227,1.32732248,2.2235282,0.31866775,0.7878072,-4.25454973
3.41209257,4.10512928,0.46602625,1.81169478,5.65833801,5.56938095
4.36747955,4.38983289,0.10124248,0.23162611,0.74110452,5.07062747
2.57083453,7.77541345,0.18561604,0.11227654,6.20128306,7.99909397
2.95697326,6.37665813,0.5672717,0.76035693,3.75644025,-0.53232439
5.37745419,5.28866212,0.72933812,0.18215356,1.94691809,7.03549187
8.33979168,2.61599446,2.4546647,0.10282883,7.69485039,5.16271623
7.57044217,2.81973326,0.44178066,0.43107896,18.24481497,-2.09557815
1.94610114,4.71216151,0.93054229,0.34817924,4.40740645,2.65365903
4.79502297,2.88481449,0.11157124,0.06144558,6.01458932,6.50652551
4.39914465,5.51568409,2.95272915,1.71971169,1.44236333,-7.13044168
2.24335814,1.20467136,0.20289771,0.73070425,4.55820853,2.96725638
5.46747239,5.54327191,0.97727198,2.52891948,5.27882158,4.73359761
6.79994256,6.35940892,1.46294428,0.81978541,5.09045375,0.4553725
3.47002234,2.49714918,1.80105746,1.80185491,7.63684015,0.87801607
5.24474007,0.65694093,0.37705625,2.39875376,16.20074714,-1.79565799
2.50977312,5.36606576,0.73100709,0.47432269,21.32192976,-0.01013784
3.00801209,5.34192324,1.413308,0.47412189,4.99575651,-0.80795929
8.48722352,-0.21436558,2.00645173,1.91150232,3.97919307,11.36999218
3.19997624,5.2820385,1.43959084,0.76851949,0.98083337,-3.99856188
4.72901235,4.31411685,1.85666578,0.1404642,3.67626724,2.63776083
2.78594016,3.87583672,1.47769851,0.21333479,4.6160758,6.36230874
4.04269661,4.71922347,5.91329133,2.30288255,1.72516676,5.42082267
5.58810328,2.95293912,1.26157813,3.44855325,6.43121045,-1.46447089
5.20411658,1.87815482,2.96960831,0.33472947,2.33893795,5.67484311
2.65546745,3.95964148,0.96713654,0.68913169,3.38898801,2.25085145
2.84988338,3.97291214,1.17229416,1.90725854,3.81884541,0.42662406
4.39099533,5.38801852,3.26633131,1.16866249,5.14312707,-0.43886364
3.2508332,4.49239832,0.74690679,0.57050908,10.35477757,2.08935893
4.53154969,2.74443034,1.53423,0.47022409,11.40181087,11.72278849
3.21417327,1.66640846,0.18679828,0.70423151,4.87494016,-0.47996061
2.82672898,-0.57149399,1.06714276,0.73146756,6.14174348,-4.0815715
4.21115771,2.81329932,1.50570643,2.13971741,1.77289547,-0.18623781
5.79747919,4.0178693,0.19981161,3.13669128,1.07110063,1.2282398
3.00969375,8.22017885,0.17160435,0.32702847,3.3144316,2.30108608
3.59218633,1.87526429,0.92319611,1.30000895,0.48669639,1.31748772
3.50282805,10.6608469,3.40947454,0.06115457,2.45455045,-0.28499278
4.92171436,3.62079502,1.96226128,0.19971015,4.29375095,11.31077944
6.01351697,2.24687925,1.25014464,0.27452636,1.15959338,6.25238398
4.31913853,2.79157379,1.81899589,0.99791984,2.33502948,3.4090657
4.20828493,-0.70081458,0.44325372,2.29160211,4.52319444,-1.04876751
6.34918213,5.71870923,1.88552005,0.18610356,6.35280634,0.30576746
4.7752,4.2390116,0.56092572,0.11099407,3.70163239,1.95868544
3.13663541,6.35877864,3.34142412,0.42594321,0.89117404,4.35620221
4.69635554,1.50365945,1.11963547,1.06780003,5.06790309,4.44129261
4.6751669,6.40790448,0.25818269,0.09623603,10.60983355,1.95166453
9.70260484,3.68767844,0.27847697,0.80532541,5.95675712,10.48473893
4.88235918,3.56594413,0.90248174,0.46598723,10.21160882,4.3475065
3.21977094,6.85535444,0.61770426,0.87565075,3.30202338,6.56034515
5.33215936,5.07131811,2.38229252,0.7418408,1.84040773,2.26049105
2.89318655,5.81659555,1.12087785,0.43254714,1.77627965,1.04025333
6.94853644,7.262727,1.25177937,0.02750615,2.19711996,0.85588989
2.55553655,5.64505684,2.64507632,0.46523728,4.02834918,9.78103288
3.37315824,-1.72075802,0.26533998,0.01607658,1.27678298,-11.74706117
4.16579688,2.87517916,0.50525063,0.10866847,3.37097528,-5.60123433
6.84655991,4.36694725,0.23460734,0.45000313,0.79212392,0.46976906
3.26451718,6.58187049,6.01814873,2.69293777,14.19626554,3.88029236
5.78804624,1.65870091,1.36915905,0.88488158,11.87621501,-0.54157174
4.6818865,6.78685673,2.31278149,1.22071102,5.37705679,2.94585036
3.658683,5.62379414,0.43885472,0.28662819,0.93855121,5.26990817
4.96846608,1.78753202,0.59168703,0.00243382,4.11427387,2.44720049
1.4414626,4.45720316,0.13162745,0.99661987,10.22733939,-1.53026503
4.4817264,3.02236753,0.10847772,0.13291968,5.44745889,-0.81246829
4.57056232,2.65050173,0.25050331,0.75556518,4.13306831,-0.47715627
3.95145967,2.92677114,0.32613447,0.03151493,5.55039992,3.45093709
6.75741859,6.41865127,0.62791968,0.69362339,8.28819693,7.05894384
6.05024609,5.46948804,4.35066105,0.28015325,10.80706382,3.00682001
4.43808519,5.4528932,1.81846527,2.41206221,2.92455659,4.6074593
3.76480961,4.75432091,1.21574689,3.24201515,6.03020907,4.75607643
4.8915215,6.4825641,0.973247,1.04566447,7.89067586,1.84976428
1.87066005,2.72052644,0.04851513,1.99550988,6.02062182,4.76986512
11.34422803,3.68889858,0.51464221,3.39010265,2.75507183,2.68529055
3.42488296,3.93728445,0.75441788,0.57468485,3.42604585,3.64727366
4.05856929,5.65716954,1.54364159,0.1746798,7.02396888,1.88331684
7.74502861,6.69667412,3.09958249,0.46166636,5.20593537,-0.83535151
4.74461247,0.79814463,0.68950886,1.37644612,1.25590909,-1.72885252
4.65605125,5.87803348,0.44511812,0.48316623,2.8445891,3.27565303
3.99274493,7.64255615,0.27738148,1.83159335,4.63342173,3.45107463
5.13923324,3.40843861,0.60991499,0.10974298,2.47850449,1.09295849
3.40592753,2.34402997,4.55790237,3.81568465,0.95657133,5.78022294
5.85725655,2.73542305,1.2120837,0.16832672,3.60551472,8.01959011
3.56373878,3.67516977,0.27778732,2.84792317,2.1520562,-0.30953591
4.97298699,4.24072735,0.51326581,1.32937804,4.18721461,-5.49262889
2.12544016,1.48865866,3.50811658,0.26774198,6.36017313,4.49591419
4.57273048,4.50642493,0.15351652,0.30203983,11.40753161,0.31322361
4.89946794,6.97464598,0.95610941,1.95541356,6.15177634,3.83378841
5.21940072,4.46673618,2.48193589,0.67446415,5.31973717,0.31773842
3.35653908,7.08639882,0.68294824,0.51967162,2.82396514,0.25099327
2.92430459,3.24728817,2.25733638,0.02422374,1.43864252,1.82321428
3.31800754,3.39751113,2.59474022,0.60267102,5.33377222,4.59689479
2.22807897,6.79340897,1.29521259,2.25242487,2.25953492,5.42479823
4.14260915,3.95637747,0.59966043,2.66935603,3.76592527,5.2090729
5.14063448,2.54440374,0.56892733,0.17254062,6.38163826,4.22858638
4.66596678,6.81519552,1.59378511,1.20330492,12.46644334,8.10275545
2.41931577,5.69835645,0.50872336,0.73151908,7.59133951,6.65665649
